"Ligand: Unnamed
1hak_v,4,3.68,0.9201,4.42249,3,1,0,0,0,0,Annexin A5,CALCIUM/PHOSPHOLIPID-BINDING,ANXA5_HUMAN,"This protein is an anticoagulant protein that acts as an indirect inhibitor of the thromboplastin-specific complex, which is involved in the blood coagulation cascade.",NONE,NONE,,,,"
"
1v3q_v,3,2.709,0.9029,0.93187,1,2,0,0,0,0,Purine nucleoside phosphorylase,TRANSFERASE,PNPH_HUMAN,NONE,Defects in NP are the cause of nucleoside phosphorylase deficiency (NP deficiency) [MIM:164050]. It leads to a severe T- cell immunodeficiency with neurologic disorder in children.,T-cell lymphoma;Autoimmune disease;HIV infection;Dermatitis;Chronic lymphocytic leukemia;Acquired Immune Deficiency Syndrome;Inflammation;Multiple sclerosis;Solid tumor;Psoriasis;Non-Hodgkin lymphoma;Viral infection;Cancer;Rheumatoid arthritis;Leukemia;B-cell acute lymphoblastic leukemia;Cutaneous T-cell lymphoma;Ocular disease;Transplant rejection;Immune disorder,,,,"
"
2jbp_v,3,2.631,0.8769,0.470881,3,0,0,0,0,0,MAP kinase-activated protein kinase 2,NONE,P49137,Involved in protein kinase activity,NONE,NONE,,,,"
"
1uki_v,3,2.588,0.8627,0.336393,2,1,0,0,0,0,Mitogen-activated protein kinase 8,TRANSFERASE,MK08_HUMAN,"Responds to activation by environmental stress and pro- inflammatory cytokines by phosphorylating a number of transcription factors, primarily components of AP-1 such as JUN, JDP2 and ATF2 and thus regulates AP-1 transcriptional activity. In T-cells, JNK1;JNK1 isoforms display different binding patterns: beta-1 preferentially binds to c-Jun, whereas alpha-1, alpha-2, and beta- 2 have a similar low level of binding to both c-Jun or ATF2. However, there is no correlation between binding and phosphorylation, ",NONE,Psoriasis;Asthma;Cancer;Neurodegenerative disease;Inflammation;Liver disease;Acute myelogenous leukemia;Diabetes mellitus;Pulmonary fibrosis;Ischemia,,,,"
"
2uyi_v,3,2.564,0.8545,0.557787,3,0,0,0,0,0,Kinesin-like protein KIF11,CELL CYCLE,KIF11_HUMAN,Motor protein required for establishing a bipolar spindle. Blocking of KIF11 prevents centrosome migration and arrest cells in mitosis with monoastral microtubule arrays.,NONE,Melanoma;Hodgkins disease;Acute leukemia;Breast tumor;Head and neck tumor;Hepatocellular carcinoma;Ovary tumor;Prostate tumor;Solid tumor;Non-Hodgkin lymphoma;Cancer;Non-small-cell lung cancer;Renal cell carcinoma;Colorectal tumor,,,,"
"
1muo_v,3,2.56,0.8534,0.523938,0,2,1,0,0,0,Serine/threonine-protein kinase 6,TRANSFERASE,STK6_HUMAN,"May play a role in cell cycle regulation during anaphase and/or telophase, in relation to the function of the centrosome/spindle pole region during chromosome segregation. May be involved in microtubule formation and/or stabilization. May play a key role ",Defects in AURKA are responsible for numerical centrosome aberrations including aneuploidy.,Pancreas tumor;Cancer;Solid tumor,,,,"
"
1oja_v,3,2.557,0.8524,0.611404,1,1,1,0,0,0,Amine oxidase [flavin-containing] B,OXIDOREDUCTASE,AOFB_HUMAN,Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral tissues. MAOB preferentially degrades benzylamine and phe,NONE,Alzheimers disease;Cocaine addiction;Major depressive disorder;Epilepsy;Neurodegenerative disease;Attention deficit hyperactivity disorder;Head injury;Parkinsons disease;Dementia;Nicotine dependence;Cerebrovascular ischemia,,,,"
"
1xlv_v,3,2.535,0.845,0.507854,1,2,0,0,0,0,Cholinesterase,HYDROLASE,CHLE_HUMAN,NONE,"Defects in BCHE are the cause of butyrylcholinesterase deficiency (BChE deficiency) [MIM:177400]. BChE deficiency is a metabolic disorder characterized by prolonged apnoea after the use of certain anesthetic drugs, including the muscle relaxants succinylcholine or mivacurium and other ester local anesthetics. The duration of the prolonged apnoea varies significantly depending on the extent of the enzyme deficiency. BChE deficiency is a multifactorial disorder. The hereditary condition is transmitted as an autosomal recessive trait.","Neurotoxicity, drug-induced;Toxicity;Alzheimers disease",,,,"
"
1czm_v,3,2.465,0.8218,0.217923,1,1,1,0,0,0,Carbonic anhydrase 1,LYASE(OXO-ACID),CAH1_HUMAN,Reversible hydration of carbon dioxide.,NONE,NONE,,,,"
"
1m9z_v,3,2.418,0.8062,0.0369512,0,1,2,0,0,0,TGF-beta receptor type-2,HORMONE/GROWTH FACTOR,TGFR2_HUMAN,"On ligand binding, forms a receptor complex consisting of two type II and two type I transmembrane serine/threonine kinases. Type II receptors phosphorylate and activate type I receptors which autophosphorylate, then bind and activate SMAD transcriptional","Defects in TGFBR2 are the cause of hereditary non- polyposis colorectal cancer type 6 (HNPCC6) [MIM:190182]. Mutations in more than one gene locus can be involved alone or in combination in the production of the HNPCC phenotype (also called Lynch syndrome). Most families with clinically recognized HNPCC have mutations in either MLH1 or MSH2 genes. HNPCC is an autosomal, dominantly inherited disease associated with marked increase in cancer susceptibility. It is characterized by a familial predisposition to early onset colorectal carcinoma (CRC) and extra-colonic cancers of the gastrointestinal, urological and female reproductive tracts. HNPCC is reported to be the most common form of inherited colorectal cancer in the Western world, and accounts for 15% of all colon cancers. Cancers in HNPCC originate within benign neoplastic polyps termed adenomas. Clinically, HNPCC is often divided into two subgroups. Type I: hereditary predisposition to colorectal cancer, a young age of onset, and carcinoma observed in the proximal colon. Type II: patients have an increased risk for cancers in certain tissues such as the uterus, ovary, breast, stomach, small intestine, skin, and larynx in addition to the colon. Diagnosis of classical HNPCC is based on the Amsterdam criteria: 3 or more relatives affected by colorectal cancer, one a first degree relative of the other two; 2 or more generation affected; 1 or more colorectal cancers presenting before 50 years of age; exclusion of hereditary polyposis syndromes. The term suspected HNPCC or incomplete HNPCC can be used to describe families who do not or only partially fulfill the Amsterdam criteria, but in whom a genetic basis for colon cancer is strongly suspected. HNPCC6 is a type of colorectal cancer complying with the clinical criteria of HNPCC, except that the onset of cancer was beyond 50 years of age in all cases.;Defects in TGFBR2 are a cause of esophageal cancer [MIM:133239].;Defects in TGFBR2 are the cause of Loeys-Dietz syndrome type 1B (LDS1B) [MIM:610168]. LDS1 is an aortic aneurysm syndrome with widespread systemic involvement. The disorder is characterized by arterial tortuosity and aneurysms, craniosynostosis, hypertelorism, and bifid uvula or cleft palate. Other findings include exotropy, micrognathia and retrognathia, structural brain abnormalities, intellectual deficit, congenital heart disease, translucent skin, joint hyperlaxity and aneurysm with dissection throughout the arterial tree.;Defects in TGFBR2 are the cause of Loeys-Dietz syndrome type 2B (LDS2B) [MIM:610380]; formerly Marfan syndrome type 2. LDS2 is an aortic aneurysm syndrome with widespread systemic involvement. Physical findings include prominent joint laxity, easy bruising, wide and atrophic scars, velvety and translucent skin with easily visible veins, spontaneous rupture of the spleen or bowel, diffuse arterial aneurysms and dissections, and catastrophic complications of pregnancy, including rupture of the gravid uterus and the arteries, either during pregnancy or in the immediate postpartum period. LDS2 is characterized by the absence of craniofacial abnormalities with the exception of bifid uvula that can be present in some patients.;Defects in TGFBR2 are the cause of aortic aneurysm familial thoracic type 3 (AAT3) [MIM:610380]. Aneurysms and dissections of the aorta usually result from degenerative changes in the aortic wall. Thoracic aortic aneurysms and dissections are primarily associated with a characteristic histologic appearance known as medial necrosis or Erdheim cystic medial necrosis in which there is degeneration and fragmentation of elastic fibers, loss of smooth muscle cells, and an accumulation of basophilic ground substance. AAT3 is an autosomal dominant disorder with reduced penetrance and variable expression.",NONE,,,,"
"
2f1g_v,3,2.385,0.795,0.102326,1,1,1,0,0,0,Cathepsin S,HYDROLASE,CATS_HUMAN,Thiol protease. Key protease responsible for the removal of the invariant chain from MHC class II molecules. The bond- specificity of this proteinase is in part similar to the specificities of cathepsin L and cathepsin N.,NONE,Psoriasis;Arteriosclerosis;Pain;Rheumatoid arthritis;Autoimmune disease;Allergy;Inflammation;Asthma;Multiple sclerosis;Immune disorder,,,,"
"
1ozn_v,3,2.369,0.7898,0.192033,0,2,1,0,0,0,Reticulon-4 receptor,SIGNALING PROTEIN,RTN4R_HUMAN,"Receptor for RTN4, OMG and MAG. Mediates axonal growth inhibition and may play a role in regulating axonal regeneration and plasticity in the adult central nervous system.",NONE,Brain injury;Cerebrovascular ischemia;Glaucoma;Spinal cord injury;Parkinsons disease;Multiple sclerosis;Nervous system injury,,,,"
"
2afu_v,3,2.368,0.7895,0.141455,1,1,1,0,0,0,Glutaminyl-peptide cyclotransferase,TRANSFERASE,QPCT_HUMAN,Responsible for the biosynthesis of pyroglutamyl peptides. Has a bias against acidic and tryptophan residues adjacent to the N-terminal glutaminyl residue and a lack of importance of chain length after the second residue. Also catalyzes N-terminal pyroglu,NONE,NONE,,,,"
"
1w0x_v,4,3.147,0.7867,2.42876,1,2,1,0,0,0,Cell division protein kinase 2,NONE,P24941,Involved in protein kinase activity,NONE,NONE,,,,"
"
2wmt_v,3,2.341,0.7802,-0.202895,2,1,0,0,0,0,NONE,NONE,NONE,NONE,NONE,NONE,,,,"
"
1zgy_v,3,2.259,0.7531,-0.253043,2,1,0,0,0,0,Peroxisome proliferator-activated receptor gamma,TRANSCRIPTION,PPARG_HUMAN,"Receptor that binds peroxisome proliferators such as hypolipidemic drugs and fatty acids. Once activated by a ligand, the receptor binds to a promoter element in the gene for acyl-CoA oxidase and activates its transcription. It therefore controls the pero","Defects in PPARG can lead to type 2 insulin-resistant diabetes and hyptertension.;Defects in PPARG may be associated with susceptibility to obesity [MIM:601665].;Defects in PPARG may be associated with colon cancer.;Defects in PPARG are the cause of familial partial lipodystrophy type 3 (FPLD3) [MIM:604367]. Familial partial lipodystrophies (FPLD) are a heterogeneous group of genetic disorders characterized by marked loss of subcutaneous (sc) fat from the extremities. Affected individuals show an increased preponderance of insulin resistance, diabetes mellitus and dyslipidemia.;Variation in PPARG is associated with carotid intimal medial thickness 1 (CIMT1) [MIM:609338]. CIMT is a measure of atherosclerosis that is independently associated with traditional atherosclerotic cardiovascular disease risk factors and coronary atherosclerotic burden. 35 to 45% of the variability in multivariable-adjusted CIMT is explained by genetic factors.",Asthma;Cerebrovascular ischemia;Conjunctivitis;Inflammation;Multiple sclerosis;Fibrosis;Unidentified indication;Psoriasis;Heart arrhythmia;Rheumatoid arthritis;Atherosclerosis;Corneal disease;Cardiovascular disease;Ulcerative colitis;Alzheimers disease;Infertility;Syndrome X;Lipid metabolism disorder;Non-insulin dependent diabetes;Metabolic disorder;Diabetic complication;Hyperlipidemia;Lacrimal gland disease;Myocardial infarction;Obesity;Coronary artery disease;Insulin dependent diabetes;Vascular disease;Cancer;Cognitive disorder;Hypertension;Diabetes mellitus;Osteoporosis;Dermatological disease,,,,"
"
1w7h_v,3,2.214,0.7381,-0.385042,2,0,1,0,0,0,Mitogen-activated protein kinase 14,NONE,Q16539,Involved in MAP kinase activity,NONE,NONE,,,,"
"
1okn_v,4,2.944,0.7359,1.39599,2,2,0,0,0,0,Carbonic anhydrase 2,LYASE,CAH2_HUMAN,Essential for bone resorption and osteoclast differentiation (By similarity). Reversible hydration of carbon dioxide.,"Defects in CA2 are the cause of autosomal recessive osteopetrosis type 3 (OPTB3) [MIM:259730]; also known as osteopetrosis with renal tubular acidosis, carbonic anhydrase II deficiency syndrome, Guibaud-Vainsel syndrome or marble brain disease. Osteopetrosis is a rare genetic disease characterized by abnormally dense bone, due to defective resorption of immature bone. The disorder occurs in two forms: a severe autosomal recessive form occurring in utero, infancy, or childhood, and a benign autosomal dominant form occurring in adolescence or adulthood. Autosomal recessive osteopetrosis is usually associated with normal or elevated amount of non-functional osteoclasts. OPTB3 is associated with renal tubular acidosis, cerebral calcification (marble brain disease) and in some cases with mental retardation.",NONE,,,,"
"
1no9_v,3,2.192,0.7306,-0.973634,2,1,0,0,0,0,Prothrombin,HYDROLASE,THRB_HUMAN,"Thrombin, which cleaves bonds after Arg and Lys, converts fibrinogen to fibrin and activates factors V, VII, VIII, XIII, and, in complex with thrombomodulin, protein C. Functions in blood homeostasis, inflammation and wound healing.","Defects in F2 are the cause of various forms of dysprothrombinemia [MIM:176930].;Genetic variations in F2 may be a cause of susceptibility to ischemic stroke [MIM:601367]; also known as cerebrovascular accident or cerebral infarction. A stroke is an acute neurologic event leading to death of neural tissue of the brain and resulting in loss of motor, sensory and/or cognitive function. Ischemic strokes, resulting from vascular occlusion, is considered to be a highly complex disease consisting of a group of heterogeneous disorders with multiple genetic and environmental risk factors.",Deep vein thrombosis;Thrombocytopenia;Cerebrovascular disease;Wound healing;Ebola virus infection;Bone injury;Cerebrovascular ischemia;Restenosis;Thrombosis;Diabetic foot ulcer;Ischemic heart disease;Marburg virus infection;Myocardial disease;Embolism and thrombosis;Myocardial infarction;Cartilage disease;Thromboembolism;Coronary artery disease;Hemophilia;Blood clotting disorder;Bleeding;Atrial fibrillation;Skin burns;Disseminated intravascular coagulation;Connective tissue disease;Lung embolism;Cardiovascular disease;Sepsis;Angina;Infarction,,,,"
"
1csb_v,4,2.889,0.7223,1.45485,1,3,0,0,0,0,Cathepsin B,HYDROLASE (THIOL PROTEASE),CATB_HUMAN,Thiol protease which is believed to participate in intracellular degradation and turnover of proteins. Has also been implicated in tumor invasion and metastasis.,NONE,Myocardial infarction;Arthritis;Inflammation;Cancer,,,,"
"
1z68_v,3,2.166,0.7221,-0.617952,0,2,1,0,0,0,Seprase,LYASE,SEPR_HUMAN,"May have a role in tissue remodeling during development and wound healing, and may contribute to invasiveness in malignant cancers.",NONE,Non-Hodgkin lymphoma;Melanoma;Cancer;Non-small-cell lung cancer;Chronic lymphocytic leukemia;Neutropenia;Pancreas tumor;Hematological disease;Renal tumor,,,,"
"
1vjy_v,4,2.86,0.7151,1.21799,3,1,0,0,0,0,TGF-beta receptor type-1,TRANSFERASE,TGFR1_HUMAN,"On ligand binding, forms a receptor complex consisting of two type II and two type I transmembrane serine/threonine kinases. Type II receptors phosphorylate and activate type I receptors which autophosphorylate, then bind and activate SMAD transcriptional","Defects in TGFBR1 are the cause of Loeys-Dietz syndrome type 1A (LDS1A) [MIM:609192]; also known as Furlong syndrome or Loeys-Dietz aortic aneurysm syndrome (LDAS). LDS1 is an aortic aneurysm syndrome with widespread systemic involvement. The disorder is characterized by arterial tortuosity and aneurysms, craniosynostosis, hypertelorism, and bifid uvula or cleft palate. Other findings include exotropy, micrognathia and retrognathia, structural brain abnormalities, intellectual deficit, congenital heart disease, translucent skin, joint hyperlaxity and aneurysm with dissection throughout the arterial tree.;Defects in TGFBR1 are the cause of Loeys-Dietz syndrome type 2A (LDS2A) [MIM:608967]. LDS2 is an aortic aneurysm syndrome with widespread systemic involvement. Physical findings include prominent joint laxity, easy bruising, wide and atrophic scars, velvety and translucent skin with easily visible veins, spontaneous rupture of the spleen or bowel, diffuse arterial aneurysms and dissections, and catastrophic complications of pregnancy, including rupture of the gravid uterus and the arteries, either during pregnancy or in the immediate postpartum period. LDS2 is characterized by the absence of craniofacial abnormalities with the exception of bifid uvula that can be present in some patients.;Defects in TGFBR1 are the cause of aortic aneurysm familial thoracic type 5 (AAT5) [MIM:608967]. Aneurysms and dissections of the aorta usually result from degenerative changes in the aortic wall. Thoracic aortic aneurysms and dissections are primarily associated with a characteristic histologic appearance known as medial necrosis in which there is degeneration and fragmentation of elastic fibers, loss of smooth muscle cells, and an accumulation of basophilic ground substance.",Skin burns;Glomerulonephritis;Wound healing;Renal disease;Scleroderma;Glaucoma;Diabetic complication;Scar tissue;Inflammation;Urinary tract disease;Pulmonary fibrosis;Diabetic nephropathy;Fibrosis;Solid tumor;Angiogenesis disorder;Glioma;Cancer;Atherosclerosis;Glomerular disease;Lung tumor;Nephritis;Immune disorder;Bone marrow transplantation,,,,"
"
1dic_v,4,2.842,0.7106,1.26468,2,2,0,0,0,0,Complement factor D,SERINE PROTEASE,CFAD_HUMAN,"Factor D cleaves factor B when the latter is complexed with factor C3b, activating the C3bbb complex, which then becomes the C3 convertase of the alternate pathway. Its function is homologous to that of C1s in the classical pathway.",Defects in CFD are the cause of complement factor D deficiency [MIM:134350]. This deficiency predisposes to invasive meningococcal disease.,Autoimmune disease;Reperfusion injury;Age related macular degeneration,,,,"
"
1l6m_v,4,2.83,0.7074,0.97427,1,1,1,0,1,0,Neutrophil gelatinase-associated lipocalin,TRANSPORT PROTEIN,NGAL_HUMAN,Transport of small lipophilic substances (Potential).,NONE,NONE,,,,"
"
1rs0_v,3,2.108,0.7025,-1.52103,2,1,0,0,0,0,Complement factor B,HYDROLASE,CFAB_HUMAN,"Factor B which is part of the alternate pathway of the complement system is cleaved by factor D into 2 fragments: Ba and Bb. Bb, a serine protease, then combines with complement factor 3b to generate the C3 or C5 convertase. It has also been implicated in",NONE,NONE,,,,"
"
1o4f_v,4,2.802,0.7006,0.701314,1,2,0,0,1,0,Proto-oncogene tyrosine-protein kinase Src,SIGNALING PROTEIN,SRC_HUMAN,NONE,NONE,Hypercalcemia;Cancer;Osteoporosis;Cerebrovascular ischemia;Bone metastases;Metastasis;Solid tumor,,,,"
"
1j78_v,4,2.793,0.6983,0.143845,4,0,0,0,0,0,Vitamin D-binding protein,"TRANSPORT, LIGAND BINDING PROTEIN",VTDB_HUMAN,"Multifunctional protein found in plasma, ascitic fluid, cerebrospinal fluid, and urine and on the surface of many cell types. In plasma, it carries the vitamin D sterols and prevents polymerization of actin by binding its monomers. DBP associates with mem",NONE,NONE,,,,"
"
1waw_v,4,2.764,0.6911,0.831058,1,2,1,0,0,0,Chitotriosidase-1,NONE,Q13231,Involved in chitinase activity,NONE,NONE,,,,"
"
1fh0_v,3,2.02,0.6733,-0.892833,1,1,1,0,0,0,Cathepsin L2,HYDROLASE,CATL2_HUMAN,Cysteine protease. May have an important role in corneal physiology.,NONE,Rheumatoid arthritis;Osteoarthritis;Cancer;Osteoporosis,,,,"
"
1u71_v,4,2.657,0.6642,0.681793,2,0,2,0,0,0,Dihydrofolate reductase,OXIDOREDUCTASE,DYR_HUMAN,NONE,NONE,NONE,,,,"
"
1a7a_v,5,3.317,0.6635,2.68411,0,3,2,0,0,0,Adenosylhomocysteinase,HYDROLASE,SAHH_HUMAN,Adenosylhomocysteine is a competitive inhibitor of S- adenosyl-L-methionine-dependent methyl transferase reactions; therefore adenosylhomocysteinase may play a key role in the control of methylations via regulation of the intracellular concentration of ad,Defects in AHCY are a cause of hypermethioninemia [MIM:180960]. It is a disease characterized by elevated levels of methionine in the sera.,Inflammation;Cancer,,,,"
"
1m9r_v,4,2.65,0.6625,0.506588,2,1,0,1,0,0,"Nitric oxide synthase, endothelial",OXIDOREDUCTASE,NOS3_HUMAN,Produces nitric oxide (NO) which is implicated in vascular smooth muscle relaxation through a cGMP-mediated signal transduction pathway. NO mediates vascular endothelial growth factor (VEGF)-induced angiogenesis in coronary vessels and promotes blood clot,NONE,Coronary artery disease;Hypertension;Congestive heart failure;Angina;Myocardial infarction;Peripheral vascular disease;Atherosclerosis;Ischemic heart disease,,,,"
"
1qha_v,5,3.274,0.6547,1.9659,0,2,3,0,0,0,Hexokinase-1,TRANSFERASE,HXK1_HUMAN,NONE,Defects in HK1 are the cause of hexokinase deficiency [MIM:235700]. Hexokinase deficiency is a rare autosomal recessive disease with nonspherocytic hemolytic anemia as the predominant clinical feature.,NONE,,,,"
"
2pe2_v,5,3.257,0.6513,1.41388,1,3,1,0,0,0,3-phosphoinositide-dependent protein kinase 1,TRANSFERASE,PDPK1_HUMAN,"Phosphorylates and activates not only PKB/AKT, but also PKA, PKC-zeta, RPS6KA1 and RPS6KB1. May play a general role in signaling processes and in development (By similarity). Isoform 3 is catalytically inactive.",NONE,NONE,,,,"
"
2gv6_v,4,2.59,0.6474,0.675075,0,2,1,1,0,0,Suppressor of tumorigenicity protein 14,HYDROLASE,ST14_HUMAN,Degrades extracellular matrix. Proposed to play a role in breast cancer invasion and metastasis. Exhibits trypsin-like activity as defined by cleavage of synthetic substrates with Arg or Lys as the P1 site.,Defects in ST14 are a cause of ichthyosis autosomal recessive with hypotrichosis (ARIH) [MIM:610765]. ARIH is a skin disorder characterized by congenital ichthyosis associated with the presence of less than the normal amount of hair.,Cancer;Solid tumor,,,,"
"
2p16_v,4,2.578,0.6446,0.491052,2,1,1,0,0,0,Coagulation factor X,HYDROLASE,FA10_HUMAN,"Factor Xa is a vitamin K-dependent glycoprotein that converts prothrombin to thrombin in the presence of factor Va, calcium and phospholipid during blood clotting.",NONE,Thromboembolism,,,,"
"
1rkp_v,4,2.559,0.6397,0.456603,1,2,0,0,0,1,"cGMP-specific 3,5-cyclic phosphodiesterase",HYDROLASE,PDE5A_HUMAN,Plays a role in signal transduction by regulating the intracellular concentration of cyclic nucleotides. This phosphodiesterase catalyzes the specific hydrolysis of cGMP to 5- GMP.,NONE,Anal fissure;Raynauds disease;Cardiac failure;Thrombosis;Diabetic complication;Prostate hyperplasia;Erectile dysfunction;Urinary tract disease;Female sexual dysfunction;Vascular disease;Viral infection;Cancer;Atherosclerosis;Pulmonary disease;Metabolic disorder;Hypertension;Cardiovascular disease;Pulmonary hypertension;Angina;Male sexual dysfunction,,,,"
"
1xlz_v,4,2.549,0.6373,-0.162176,3,1,0,0,0,0,"cAMP-specific 3,5-cyclic phosphodiesterase 4B",HYDROLASE,PDE4B_HUMAN,May be involved in mediating central nervous system effects of therapeutic agents ranging from antidepressants to antiasthmatic and anti-inflammatory agents.,NONE,Chronic obstructive pulmonary disease;Asthma,,,,"
"
1xan_v,4,2.549,0.6372,0.132495,2,1,1,0,0,0,"Glutathione reductase, mitochondrial",NONE,P00390,RNA processing and modification,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1f92_v,5,3.156,0.6311,2.20092,1,2,1,1,0,0,Urokinase-type plasminogen activator,HYDROLASE,UROK_HUMAN,Specifically cleave the zymogen plasminogen to form the active enzyme plasmin.,NONE,Angiogenesis disorder;Ulcer;Cancer;Lung embolism;Restenosis;Metastasis;Skin ulcer;Cardiovascular disease,,,,"
"
